// 列：完好、轻微破坏、中等破坏、严重破坏、毁坏
// 行：框架、框剪、非设防砌体、设防砌体、土木结构和汇总的破坏状态比例
// 块：结构抗力取均值、加一倍标准差、减一倍标准差

城
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	

-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	

-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	

镇
0	0.755627	0.244373	0	0	
0.305556	0.694444	0	0	0	
0	0	0.254054	0.745946	0	
0	0.271277	0.728723	0	0	
0	0	0	1	0	
0.011011	0.311311	0.26026	0.417417	0	

-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	

-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	

乡
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	

-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	

-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	
